source,subject,text,label
spam_2,re. 6.29% Fixed Rate - Free Instant Quote 30127,re. 6.29% Fixed Rate - Free Instant Quote 30127 H 6.29% Fixed Rate!! H Rates Have Fallen Again!!! DO NOT MISS OUT!! LET BANKS COMPETE FOR YOUR BUSINESS!!! ALL CREDIT WELCOME Click Here Now For Details! ~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~# CLICK HERE to unsubscribe from this mailing list ~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#~#,1
easy_ham,RE: A moment of silence for the First Amendment (fwd),"RE: A moment of silence for the First Amendment (fwd) > The problem is that politics have gotten so muddied > nowadays, that shouting down and unpeaceably disrupting > political rallies that you don't agree with has become > common practice. The courts have constantly ruled > that there are some restrictions on the first amendment. > They teach you that your very first year of law school. > I don't think politics is any muddier. People are becoming increasingly unethical. It's a breakdown in home training. Bill",0
spam,[ILUG] WE NEED YOUR ASSISTANCE TO INVEST IN YOUR COUNTRY,"[ILUG] WE NEED YOUR ASSISTANCE TO INVEST IN YOUR COUNTRY Dear Sir/Madam, I am well confident of your capability to assist me in a transaction for mutual benefit of both parties, ie (me and you) I am also believing that you will not expose or betray the trust and confidence I am about to establish with you. I have decided to contact you with greatest delight and personal respect. Well, I am VICTOR SANKOH, Son to Mr.FODAY SANKOH who was arrested by the ECOMOG PEACE KEEPING FORCE months ago in my country Sierra Leone. Few days before the arrest of my father, he confided in me and ordered me to go to his underground safe and move out immediately, with a Deposit Agreement and Cash Receipt he made with a security Company in Abidjan Cote d'Ivoire where he deposited One Iron Box containing USD$ 22 million dollars cash (Twenty Two Million dollars). This money was made from the sell of Gold and Diamond by my FATHER and he have already decided to use this money for future investment of the family before his arrest. Thereafter, I rushed down to Abidjan with these documents and confirmed the deposit of the box by my father. Also, I have been granted political stay as a Refugee by the Government of C�te d'Ivoire. Meanwhile, my father have instructed me to look for a trusted foreigner who can assist me to move out this money from C�te d'Ivoire immediately for investment . Based on this , I solicit for your assistance to transfer this fund into your Account, but I will demand for the following requirement: (1) Could you provide for me a safe Bank Account where this fund will be transferred to in your country or another neaarby country where taxation will not takegreat toll on the money? (2) Could you be able to assist me to obtain my travelling papers after this transfer to enable me come over to meet you in your country for theinvestment of this money? (3) Could you be able to introduce me to a profitable business venture that would not require much technical expertise in your country where part of this fund willbe invested? Please, all these requirements are urgently needed as it will enable me to establish a stronger business relationship with you hence I will like you to be the general overseer of the investment thereafter. I am a Christian and I will please, want you to handle this transaction based on the trust I have established on you. For your assistance in this transaction, I have decided to offer you 12% percent commission of the total amount at the end of this business. The security of this business is very important to me and as such, I would like you to keep this business very confidential. I shall be expecting your urgent reply. Thank you and God bless you. VICTOR SANKOH -- Irish Linux Users' Group: EMAIL URL for (un)subscription information. List maintainer: EMAIL",1
spam_2,MILFs that like to F-CK!!!,MILFs that like to F-CK!!! MILFhunter MILF HUNTER Do you know where your mom is? MORE SAMPLE PICS MORE SAMPLE MOVIES LIST OF MILFs CLICK HERE to enlarge your PENIS 3-4 inches NATURALLY!! Click Here to be removed,1
spam,Customized Warez CDs,"Customized Warez CDs Introduction We sell Backup CDs, also known as Warez CDs. Backup CDs are copies of Software. For example if you go into a shop and buy Windows XP Pro, for about $299 you get the Serial, the CD, the Box and the Manual. If you order it off us, you get: The Windows XP CD and the Serial Number. It works exactly the same, but you don't get the manual and box and the price is only $19.99. That is a saving of $280, and the only difference is you don't have a colorful box and manual - which are not very useful. Features - over 400 applications - over 1500 games - we reply at all your requests in a few hours - newest releases - we have the best price on the WEB - best choice of CD's ever seen on WEB - we ship orders to worldwide - secure credit card processing thru our authorized on-line retailer. Your information will be passed through a secure server and encrypted (128bit). No need to worry about someone will steal you credit card details. Most popular CD's........ Adobe PHOTOSHOP 7.0 finall only: $19.99 MS Windows XP PRO. only: $19.99 MS Office XP pro (3CD's) only: $19.99 Gratitude's of our customers... John Stewart Thanks guys, I just got the set of CD's and they work as promised. You got a happy customer ready to order some more and I'll send more customers. Mike Sandell I only want you to now that the CD I ordered had arrived. I was a little suspicious when I ordered the stuff, but I was wrong. Thanks for your services and never let the site go down. Chris Anderson Top marks for an excellent service. Your speed of response to my query was second to none. I'll certainly be buying from you in future. Keep up the good work, guys. To Order Please Open warezcds.html in Attachment 6695jkxA7-447JwRJ3218JopD8-829QlEE1899mHZQ0-l41",1
spam_2,Super credit repair program.,"Super credit repair program. Is Your Credit A Mess? Do you want Perfect Credit again? Wouldn't it be nice to easily get loans for cars, boats, and houses? We have the Solution!! ONLINE CREDIT REPAIR!!! Now you can clean up and repair your bad credit online from the convenience of your home computer. Our program is 100% effective for helping you fix your credit, and you can watch your credit with real-time updates . Its been called the #1 program for fixing bad credit! Click Here for FREE information Now! Your email address was obtained from a purchased list, Reference # 1010-11002. If you wish to unsubscribe from this list, please Click here and enter your name into the remove box.",1
easy_ham,The Big Jump,"The Big Jump Today a French officer called Michel Fournier is supposed to get in a 350-metre tall helium balloon, ride it up to the edge of space (40 km altitude) and jump out. His fall should last 6.5 minutes and reach speeds of Mach 1.5. He hopes to open his parachute manually at the end, although with an automatic backup if he is 7 seconds from the ground and still hasn't opened it. R ObQuote: ""Veder�, si aver� si grossi li coglioni, come ha il re di Franza."" (""Let's see if I've got as much balls as the King of France!"") - Pope Julius II, 2 January 1511",0
spam_2,We are Slashing our Term Rates!,"We are Slashing our Term Rates! Preferred best and preferred non-tobacco rates slashed on face amounts of $250,000 or more! GTO 20 Preferred Best NT Guaranteed Level Term Annual Premiums ? Face Amounts ? Issue Age $250,000 $500,000 $1 Million Male Female Male Female Male Female 30 $168 $143 $285 $235 $510 $410 40 $225 $190 $400 $330 $710 $590 50 $575 $393 $1,100 $735 $2,120 $1,410 GTO 20 Preferred NT Guaranteed Level Term Annual Premiums ? Face Amounts ? Issue Age $250,000 $500,000 $1 Million Male Female Male Female Male Female 30 $213 $175 $375 $300 $630 $520 40 $273 $238 $495 $425 $920 $780 50 $663 $470 $1,275 $890 $2,460 $1,670 Call Us Today! 800-550-2666 x134 ? or ? Please fill out the form below for more information Name: E-mail: Phone: City: State: Zip: Appointed to Sell GTO? Yes No First Penn-Pacific Life Insurance Company GTO guaranteed level premium term life insurance issued by First Penn-Pacific Life Insurance Company, Schaumburg, IL. Premiums are current as of 7/22/02, rounded to the next dollar, subject to change, and include $50 non-commissionable policy fee. Products and features subject to state availability. In Montana, male premiums apply. Policy Form BT-1000 Series. Lincoln Financial Group is the marketing name for Lincoln National Corporation and its affiliates. F02-1073-LT. For Agent Or Broker Use Only. Not To Be Used With The General Public. We don't want anyone to receive our mailings who does not wish to. This is professional communication sent to insurance professionals. To be removed from this mailing list, DO NOT REPLY to this message. Instead, go here: URL Legal Notice We are Slashing our Term Rates! GTO 20 Preferred Best NT Guaranteed Level Term Annual Premiums — Face Amounts — Issue Age $250,000 $500,000 $1 Million Male Female Male Female Male Female 30 $168 $143 $285 $235 $510 $410 40 $225 $190 $400 $330 $710 $590 50 $575 $393 $1,100 $735 $2,120 $1,410 GTO 20 Preferred NT Guaranteed Level Term Annual Premiums — Face Amounts — Issue Age $250,000 $500,000 $1 Million Male Female Male Female Male Female 30 $213 $175 $375 $300 $630 $520 40 $273 $238 $495 $425 $920 $780 50 $663 $470 $1,275 $890 $2,460 $1,670 Call Us Today! — or — Please fill out the form below for more information Name: E-mail: Phone: City: State: Zip: Appointed to Sell GTO? Yes No GTO guaranteed level premium term life insurance issued by First Penn-Pacific Life Insurance Company, Schaumburg, IL. Premiums are current as of 7/22/02, rounded to the next dollar, subject to change, and include $50 non-commissionable policy fee. Products and features subject to state availability. In Montana, male premiums apply. Policy Form BT-1000 Series. Lincoln Financial Group is the marketing name for Lincoln National Corporation and its affiliates. F02-1073-LT. For Agent Or Broker Use Only. Not To Be Used With The General Public. We don't want anyone to receive our mailings who does not wish to. This is professional communication sent to insurance professionals. To be removed from this mailing list, DO NOT REPLY to this message. Instead, go here: URL Legal Notice",1
easy_ham,[use Perl] Stories for 2002-10-10,"[use Perl] Stories for 2002-10-10 use Perl Daily Newsletter In this issue: * TPF October Newsletter +--------------------------------------------------------------------+ | TPF October Newsletter | | posted by pudge on Tuesday October 08, @22:35 (links) | | URL | +--------------------------------------------------------------------+ [0]delegatrix writes ""The October edition of the [1]Perl Foundation newsletter has been posted. This newsletter includes an interview with White Camel winner Tim Maher."" Discuss this story at: URL Links: 0. EMAIL 1. URL Copyright 1997-2002 pudge. All rights reserved. ====================================================================== You have received this message because you subscribed to it on use Perl. To stop receiving this and other messages from use Perl, or to add more messages or change your preferences, please go to your user page. URL You can log in and change your preferences from there.",0
easy_ham,Re: http://apt.nixia.no/,"Re: URL On Fri, Feb 01, 2002 at 04:15:52PM +0100, Matthias Saou wrote: > Once upon a time, Harri wrote : > > > > During the past few days, I've experienced connection problems with > > > that site from time to time, but for me right now it's working. > > > > Maybe it's temporary :-/ > > If you need another apt repository with Red Hat Linux 7.2 files, there are > a few others. See : URL I have a local one for the main and upgrades from somewhere plus my own at $ORKPLACE. EMAIL grep nixia /etc/apt/sources.list #rpm URL redhat/7.2/i386 gnomehide #rpm-src URL redhat/7.2/i386 gnomehide Ah, that's it. They had newer gnome there -- ""When life hands you a lemon, make batteries ....then go electrocute someone."" -- Stevo, Scary Devil Monastery",0
spam_2,Looking for a second MORTGAGE?               11925,"Looking for a second MORTGAGE? 11925 DEAR HOMEOWNER, Dear HOMEOWNER, Interest rates are at their lowest point in 40 years! Let us do the shopping for you... AND IT'S FREE! Our nationwide network of lenders have hundreds of different loan programs to fit your current situation: Refinance Second Mortgage Debt Consolidation Home Improvement Purchase Please CLICK HERE to fill out a quick form. Your request will be transmitted to our network of mortgage specialists. This service is 100% FREE to home owners and new home buyers without any obligation. Did you receive an email advertisement in error? Our goal is to only target individuals who would like to take advantage of our offers. If you'd like to be removed from our mailing list, please click on the link below. You will be removed immediately and automatically from all of our future mailings. We protect all email addresses from other third parties. Thank you. Please remove me.",1
spam_2,Congratulations hpshum you've won!,"Congratulations hpshum you've won! Pack Your Bags! Congratulations! Official Notification EMAIL You have been specially selected to register for a Florida/Bahamas vacation! You Will Enjoy: 8 days/ 7 Nights of 1st Class Accomodations Valid for up to 4 travelers Rental Car with unlimited mileage Adult Casino Cruise Great Florida Attractions! Much Much More... Click Here! (limited Availability) To no longer receive this or any other offer from us, click here to unsubscribe. [BJK9^"":}H&*TG0BK5NKIYs5]",1
easy_ham,E-Textiles Come into Style,"E-Textiles Come into Style Cool - I wonder what you'd look like standing in front of a bunch of corporate executives... == URL That's why, for example, Orth is trying to catch the interest of the military with fabrics that change color when conductive fibers stitched into the cloth heat and cool the material's thermochromatic inks. ""The army wants fully addressable, interactive camouflage,"" she says, ""so that when you're standing in front of bricks, your clothing looks like bricks. When you're in grass, you look like grass. Accomplishing that would be like a space program for e-textiles.""",0
easy_ham,[ILUG] freeserve in the uk?,"[ILUG] freeserve in the uk? ok, so if i was in the uk for a wekk, how might i configure my laptop to dial in to a freebie isp? redhat's internet connection wizard actually has settings for uk isp's, but freeserve is the only one i recognize and it doen't seem to work. has anyone here done this? kevin -- EMAIL that a believer is happier than a skeptic is no more to fork()'ed on 37058400 the point than the fact that a drunken man is happier meatspace place: home than a sober one. the happiness of credulity is a URL cheap & dangerous quality -- g.b. shaw -- Irish Linux Users' Group: EMAIL URL for (un)subscription information. List maintainer: EMAIL",0
spam_2,[ILUG] FREE FREE FREE!,"[ILUG] FREE FREE FREE! Below is the result of your feedback form. It was submitted by EMAIL on Thursday, August 8, 2002 at 08:36:27 --------------------------------------------------------------------------- message: - - - - - FREE FREE FREE! - - - - - Thats right free unlimited web cam feeds! - chat! - pictures! - videos! - ALL FREE!!! YOU PAY NOTHING!!! NOT ONE CENT! - This is a limited time offer because these gitls can't work for free so hurry up and click this link! URL --------------------------------------------------------------------------- -- Irish Linux Users' Group: EMAIL URL for (un)subscription information. List maintainer: EMAIL",1
easy_ham,Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41,"Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41 On Thu, Sep 05, 2002 at 10:12:59PM -0400, Leland Woodbury wrote: > I found a nice little Perl script for this purpose called rotate, which > makes the process of rotating log files very simple. If there's an > official source for this script, I couldn't find it. (My hosting > provider, pair.com, has it installed, and that's where I found it.) > However, redistribution appears to be allowed, so I've attached it. Thanks for the script. It also appears that the standard logrotate tools included with many systems (or at least RedHat systems) will support wildcards when rotating files so something like /home/*/.razor/razor-agent.log can be specified... -Dave ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! URL _______________________________________________ Razor-users mailing list EMAIL URL",0
